GPS Time,Device Time,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:11:32 GMT+03:00 2026,02-apr.-2026 11:11:32.751,0.0,2.9000000953674316,54.2,61.95000076293945,0.45,4.61,8.68,0.02,10.98,0,-,11,0,35.24,83,-,2.35,797.25,0,54.2,0,-,23,4.21,2.31,0.75,1.24,6.77,0,93.23,810,0,0,5.49,7
Thu Apr 02 11:11:34 GMT+03:00 2026,02-apr.-2026 11:11:34.774,0.0,2.0999999046325684,53.7,61.95000076293945,0.47,4.65,8.55,0.01,10.98,0,-,11,0,35.24,83,-,2.35,784.5,0,53.7,0,-,23,4.35,2.24,0.63,1.24,6.77,0,93.23,812,0,0,5.49,9.5
GPS Time, Device Time,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:11:36 GMT+03:00 2026,02-apr.-2026 11:11:36.827,0.0,2.4000000953674316,54.0,61.95000076293945,0.49,4.65,8.4,-0,10.98,-0.01,-,11,0,35.24,83,-,2.35,789.25,0,54,0,-,23,4.35,2.3,0.1,1.24,6.77,0,93.23,814,0,0,5.49,6.5
Thu Apr 02 11:11:46 GMT+03:00 2026,02-apr.-2026 11:11:46.527,0.0,2.9000000953674316,56.0,61.95000076293945,0.47,4.59,8.46,0,10.98,0,-,11,0,35.24,83,-,2.35,793.5,0,56,0,-,23,4.35,2.33,0.1,1.24,6.77,0,93.23,814,0,0,5.49,6.5
Thu Apr 02 11:11:46 GMT+03:00 2026,02-apr.-2026 11:11:46.645,0.0,2.9000000953674316,56.0,61.95000076293945,0.51,4.64,8.59,0.01,10.98,0,-,11,0,35.24,83,-,2.35,793.5,0,56,0,-,23,4.35,2.33,0.1,1.24,6.77,0,93.23,814,0,0,5.49,6.5
Thu Apr 02 11:11:46 GMT+03:00 2026,02-apr.-2026 11:11:46.786,0.0,2.9000000953674316,56.0,61.95000076293945,0.49,4.6,8.61,0.02,10.98,-0.01,-,11,0,35.24,83,-,2.35,793.5,0,56,0,-,23,4.35,2.33,0.1,1.24,6.77,0,93.23,814,0,0,5.49,6.5
Thu Apr 02 11:11:48 GMT+03:00 2026,02-apr.-2026 11:11:48.407,0.0,2.9000000953674316,56.0,61.95000076293945,0.25,4.6,10.14,0.15,10.98,-0.05,-,11,0,35.24,83,-,2.35,793.5,0,56,0,-,23,4.35,2.33,0.58,1.24,6.77,0,93.23,825,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:11:50.412,0.0,2.9000000953674316,56.5,61.95000076293945,0.43,4.62,8.49,0,10.59,-0.01,-,11,0,35.24,83,-,2.35,787.25,0,56.5,0,-,23,4.35,2.26,0.14,1.24,6.77,0,93.23,827,0,0,5.49,7
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:11:52.396,0.0,2.9000000953674316,56.5,61.95000076293945,0.51,4.55,8.68,0.02,10.98,0,-,11,0,35.24,83,-,2.35,796.5,0,56.5,0,-,23,4.21,2.26,0.77,1.24,6.77,0,93.23,829,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:11:54.458,0.0,2.9000000953674316,56.5,61.95000076293945,0.47,4.58,8.69,0.02,10.98,0,-,11,0,35.24,83,-,2.35,782.25,0,56.5,0,-,23,4.35,2.23,0.73,1.24,6.77,0,93.23,831,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:11:56.477,0.0,2.9000000953674316,56.5,61.95000076293945,0.53,4.66,8.2,-0.02,10.98,0,-,11,0,35.24,83,-,2.35,787.25,0,56.5,0,-,23,4.35,2.26,0.41,1.24,6.77,0,93.23,833,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:07.169,0.0,2.9000000953674316,56.5,61.95000076293945,0.38,4.59,8.45,-0,10.98,0,-,11,0,35.24,83,-,2.35,778.75,0,56.5,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,833,0,0,5.49,7
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:07.312,0.0,2.9000000953674316,56.5,61.95000076293945,0.38,4.59,8.45,-0,10.98,0,-,11,0,35.24,83,-,2.35,778.75,0,56.5,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,833,0,0,5.49,7
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:07.453,0.0,2.9000000953674316,56.5,61.95000076293945,0.42,4.62,8.49,0.01,10.98,-0.01,-,11,0,35.24,83,-,2.35,778.75,0,56.5,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,833,0,0,5.49,7
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:07.572,0.0,2.9000000953674316,56.5,61.95000076293945,0.41,4.6,8.7,0.02,10.98,-0.01,-,11,0,35.24,83,-,2.35,778.75,0,56.5,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,833,0,0,5.49,7
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:07.692,0.0,2.9000000953674316,56.5,61.95000076293945,0.38,4.6,8.55,0.01,10.98,0,-,11,0,35.24,83,-,2.35,778.75,0,56.5,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,833,0,0,5.49,7
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:07.814,0.0,2.9000000953674316,56.5,61.95000076293945,0.51,4.58,8.57,0.01,10.98,0,-,11,0,35.24,83,-,2.35,778.75,0,56.5,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,833,0,0,5.49,7
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:07.961,0.0,2.9000000953674316,56.5,61.95000076293945,0.4,4.62,8.67,0.02,10.98,0,-,11,0,35.24,83,-,2.35,778.75,0,56.5,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,833,0,0,5.49,7
GPS Time, Device Time,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:09.863,0.0,2.9000000953674316,56.5,61.95000076293945,0.38,4.62,8.74,0.03,10.98,0,-,11,0,35.24,83,-,2.35,791.25,0,56.5,0,-,23,4.35,2.32,0.55,1.24,6.77,0,93.23,847,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:11.843,0.0,2.9000000953674316,56.5,61.95000076293945,0.53,4.58,8.68,0.02,10.98,0,-,11,0,35.24,84,-,2.35,793.25,0,56.5,0,-,23,4.35,2.3,0.59,1.24,6.77,0,93.23,849,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:13.780,0.0,2.9000000953674316,56.5,61.95000076293945,0.56,4.64,8.58,0.01,10.98,0,-,11,0,35.24,84,-,2.35,787.5,0,56.5,0,-,23,4.35,2.3,0.23,1.24,6.77,0,93.23,851,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:15.768,0.0,2.9000000953674316,56.5,61.95000076293945,0.39,4.62,8.53,0.01,10.59,0,-,11,0,35.24,84,-,2.35,800,0,56.5,0,-,23,4.35,2.29,0.75,1.24,6.77,0,93.23,853,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:17.799,0.0,2.9000000953674316,56.5,61.95000076293945,0.52,4.62,8.62,0.02,10.98,-0.01,-,11,0,35.24,84,-,2.35,784.75,0,56.5,0,-,23,4.35,2.25,0.62,1.24,6.77,0,93.23,855,0,0,5.49,9.5
Thu Apr 02 11:11:50 GMT+03:00 2026,02-apr.-2026 11:12:19.907,0.0,2.9000000953674316,56.5,61.95000076293945,0.46,4.66,8.49,0.01,10.98,0,-,11,0,35.24,83,-,2.35,789.75,0,56.5,0,-,23,4.35,2.29,0.11,1.24,6.77,0,93.23,857,0,0,5.49,9
Thu Apr 02 11:12:21 GMT+03:00 2026,02-apr.-2026 11:12:21.989,0.0,5.300000190734863,56.4,0.0,0.66,4.68,7.92,0.09,10.98,0.2,-,11,0,35.24,84,-,2.35,793.75,0,56.4,0,-,23,4.35,2.34,0.75,1.24,6.77,0,93.23,859,-,0,5.49,7
Thu Apr 02 11:12:24 GMT+03:00 2026,02-apr.-2026 11:12:24.123,0.0,5.5,56.0,0.0,0.49,4.62,8.53,0.01,10.98,0,-,11,0,35.24,84,-,2.35,793.75,0,56,0,-,23,4.35,2.31,0.75,1.24,6.77,0,93.23,861,0,0,5.49,9.5
Thu Apr 02 11:12:25 GMT+03:00 2026,02-apr.-2026 11:12:26.095,0.0,5.300000190734863,56.0,0.0,0.43,4.63,8.54,0.01,10.98,0,-,11,0,35.24,84,-,2.35,803.25,0,56,0,-,23,4.21,2.28,0.66,1.24,6.77,0,93.23,863,0,0,5.49,9.5
Thu Apr 02 11:12:27 GMT+03:00 2026,02-apr.-2026 11:12:28.078,0.0,5.199999809265137,56.1,0.0,0.45,4.65,8.59,0.02,10.98,0,-,11,0,35.24,84,-,2.35,786.25,0,56.1,0,-,23,4.35,2.27,0.11,1.24,6.77,0,93.23,865,0,0,5.49,9
Thu Apr 02 11:12:29 GMT+03:00 2026,02-apr.-2026 11:12:30.116,0.0,5.099999904632568,55.9,0.0,0.52,4.58,8.74,0.03,10.98,0,-,11,0,35.24,84,-,2.35,781,0,55.9,0,-,23,4.35,2.28,0.71,1.24,6.77,0,93.23,867,0,0,5.49,9.5
Thu Apr 02 11:12:31 GMT+03:00 2026,02-apr.-2026 11:12:32.100,0.0,5.0,55.8,0.0,0.52,4.64,8.61,0.02,10.98,0,-,11,0,35.24,84,-,2.35,795.75,0,55.8,0,-,23,4.35,2.32,0.71,1.24,6.77,0,93.23,869,0,0,5.49,9.5
Thu Apr 02 11:12:33 GMT+03:00 2026,02-apr.-2026 11:12:34.030,0.0,4.900000095367432,55.8,0.0,0.52,4.66,8.64,0.02,10.98,-0.01,-,11,0,35.24,84,-,2.35,790,0,55.8,0,-,23,4.35,2.29,0.28,1.24,6.77,0,93.23,871,0,0,5.49,9.5
Thu Apr 02 11:12:35 GMT+03:00 2026,02-apr.-2026 11:12:36.058,0.0,4.699999809265137,55.7,0.0,0.51,4.61,8.66,0.02,10.98,0,-,11,0,35.24,84,-,2.35,797.75,0,55.7,0,-,23,4.35,2.34,0.17,1.24,6.77,0,93.23,873,0,0,5.49,7
Thu Apr 02 11:12:38 GMT+03:00 2026,02-apr.-2026 11:12:38.124,0.0,4.599999904632568,55.7,0.0,0.6,4.58,8.08,-0.03,10.98,0,-,11,0,35.24,84,-,2.35,795.75,0,55.7,0,-,23,4.35,2.3,0.77,1.24,6.77,0,93.23,875,0,0,5.49,7
Thu Apr 02 11:12:40 GMT+03:00 2026,02-apr.-2026 11:12:40.095,0.0,4.5,55.7,0.0,0.49,4.58,8.46,0,10.98,0,-,11,0,35.24,84,-,2.35,791.5,0,55.7,0,-,23,4.35,2.25,0.73,1.24,6.77,0,93.23,877,0,0,5.49,7
Thu Apr 02 11:12:42 GMT+03:00 2026,02-apr.-2026 11:12:42.140,0.0,4.400000095367432,55.7,0.0,0.46,4.64,8.65,0.02,10.98,0,-,11,0,35.24,84,-,2.35,797.5,0,55.7,0,-,23,4.35,2.31,0.56,1.24,6.77,0,93.23,879,0,0,5.49,9.5
Thu Apr 02 11:12:44 GMT+03:00 2026,02-apr.-2026 11:12:44.150,0.0,4.400000095367432,55.9,0.0,0.6,4.56,8.55,0.01,10.59,0,-,11,0,35.24,84,-,2.35,786.5,0,55.9,0,-,23,4.35,2.28,0.16,1.24,6.77,0,93.23,881,0,0,5.49,7
Thu Apr 02 11:12:46 GMT+03:00 2026,02-apr.-2026 11:12:46.228,0.0,4.300000190734863,55.9,0.0,0.42,4.64,8.6,0.02,10.98,0,-,11,0,35.24,84,-,2.35,797.75,0,55.9,0,-,23,4.35,2.3,0.75,1.24,6.77,0,93.23,883,0,0,5.49,7
Thu Apr 02 11:12:48 GMT+03:00 2026,02-apr.-2026 11:12:48.242,0.0,4.300000190734863,56.1,0.0,0.52,4.62,8.39,-0,10.98,-0.02,-,11,0,35.24,84,-,2.35,785.75,0,56.1,0,-,23,4.35,2.29,0.65,1.24,6.77,0,93.23,885,0,0,5.49,9.5
GPS Time, Device Time,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:12:50 GMT+03:00 2026,02-apr.-2026 11:12:50.171,0.0,4.199999809265137,56.2,0.0,0.5,4.54,8.62,0.01,10.98,0,-,11,0,35.24,84,-,2.35,777.75,0,56.2,0,-,23,4.35,2.25,0.11,1.24,6.77,0,93.23,887,0,0,5.49,7
Thu Apr 02 11:12:52 GMT+03:00 2026,02-apr.-2026 11:12:52.173,0.0,4.300000190734863,56.3,0.0,0.35,4.72,8.56,0.02,10.98,0,-,11,0,35.24,84,-,2.35,784.25,0,56.3,0,-,23,4.35,2.3,0.73,1.24,6.77,0,93.23,889,0,0,5.49,6.5
Thu Apr 02 11:12:54 GMT+03:00 2026,02-apr.-2026 11:12:54.182,0.0,4.199999809265137,56.3,0.0,0.42,4.68,8.66,0.02,10.98,0,-,11,0,35.24,84,-,2.35,793.75,0,56.3,0,-,23,4.35,2.33,0.72,1.24,6.77,0,93.23,891,0,0,5.49,9.5
Thu Apr 02 11:12:56 GMT+03:00 2026,02-apr.-2026 11:12:56.284,0.0,4.199999809265137,56.3,0.0,0.4,4.69,8.46,0.01,10.98,-0.01,-,11,0,35.24,84,-,2.35,783,0,56.3,0,-,23,4.35,2.31,0.55,1.24,6.77,0,93.23,893,0,0,5.49,7
Thu Apr 02 11:12:58 GMT+03:00 2026,02-apr.-2026 11:12:58.287,0.0,4.099999904632568,56.3,0.0,0.42,4.69,8.6,0.02,10.98,0,-,11,0,35.24,84,-,2.35,789.25,0,56.3,0,-,23,4.35,2.26,0.17,1.24,6.77,0,93.23,893,0,0,5.49,7
Thu Apr 02 11:13:00 GMT+03:00 2026,02-apr.-2026 11:13:00.423,0.0,1.7999999523162842,56.2,0.0,0.51,4.65,8.76,0.03,10.98,0,-,11,0,35.24,84,-,2.35,800.5,0,56.2,0,-,23,4.35,2.29,0.76,1.24,6.77,0,93.23,897,0,0,5.49,7
Thu Apr 02 11:13:02 GMT+03:00 2026,02-apr.-2026 11:13:02.396,0.0,1.7000000476837158,56.2,0.0,0.46,4.68,8.69,0.03,10.59,0,-,11,0,35.24,84,-,2.35,791.75,0,56.2,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,899,0,0,5.49,7
Thu Apr 02 11:13:04 GMT+03:00 2026,02-apr.-2026 11:13:04.468,0.0,1.7000000476837158,56.2,0.0,0.48,4.64,8.72,0.03,10.59,-0.01,-,11,0,35.24,84,-,2.35,784.25,0,56.2,0,-,23,4.35,2.25,0.12,1.24,6.77,0,93.23,902,0,0,5.49,9.5
Thu Apr 02 11:13:06 GMT+03:00 2026,02-apr.-2026 11:13:06.449,0.0,1.7000000476837158,56.2,0.0,0.33,4.68,8.74,0.03,10.98,0.01,-,11,0,35.24,84,-,2.35,788.75,0,56.2,0,-,23,4.35,2.28,0.74,1.24,6.77,0,93.23,904,0,0,5.49,7
Thu Apr 02 11:13:08 GMT+03:00 2026,02-apr.-2026 11:13:08.452,0.0,1.7000000476837158,56.2,0.0,0.37,4.72,8.41,0,10.98,-0.01,-,11,0,35.24,84,-,2.35,799.5,0,56.2,0,-,23,4.35,2.31,0.73,1.24,6.77,0,93.23,906,0,0,5.49,9.5
Thu Apr 02 11:13:10 GMT+03:00 2026,02-apr.-2026 11:13:10.553,0.0,1.7000000476837158,56.2,0.0,0.48,4.65,8.64,0.02,10.59,0,-,11,0,35.24,84,-,2.35,788,0,56.2,0,-,23,4.35,2.29,0.56,1.24,6.77,0,93.23,908,0,0,5.49,7
Thu Apr 02 11:13:12 GMT+03:00 2026,02-apr.-2026 11:13:12.605,0.0,1.7000000476837158,56.2,0.0,0.42,4.66,8.77,0.03,10.98,-0.01,-,11,0,35.24,84,-,2.35,780.75,0,56.2,0,-,23,4.35,2.29,0.27,1.24,6.77,0,93.23,910,0,0,5.49,7
Thu Apr 02 11:13:14 GMT+03:00 2026,02-apr.-2026 11:13:14.583,0.0,1.7000000476837158,56.2,0.0,0.53,4.6,8.7,0.02,10.98,0,-,11,0,35.24,84,-,2.35,791,0,56.2,0,-,23,4.35,2.28,0.75,1.24,6.77,0,93.23,912,0,0,5.49,7
Thu Apr 02 11:13:16 GMT+03:00 2026,02-apr.-2026 11:13:16.577,0.0,1.7000000476837158,56.2,0.0,0.51,4.72,8.07,-0.03,10.98,-0.04,-,11,0,35.24,84,-,2.35,785.25,0,56.2,0,-,23,4.35,2.3,0.68,1.24,6.77,0,93.23,914,0,0,5.49,7
Thu Apr 02 11:13:18 GMT+03:00 2026,02-apr.-2026 11:13:18.585,0.0,2.200000047683716,59.5,0.0,0.34,4.68,8.45,0,10.98,-0.01,-,11,0,35.24,84,-,2.35,772.25,0,59.5,0,-,23,4.35,2.31,0.11,1.24,6.77,0,93.23,916,0,0,5.49,9
Thu Apr 02 11:13:20 GMT+03:00 2026,02-apr.-2026 11:13:20.641,0.0,2.5,59.4,0.0,0.39,4.65,8.46,0,10.98,-0.01,-,11,0,35.24,84,-,2.35,796.25,0,59.4,0,-,23,4.35,2.35,0.74,1.24,6.77,0,93.23,918,0,0,5.49,7
Thu Apr 02 11:13:22 GMT+03:00 2026,02-apr.-2026 11:13:22.651,0.0,2.700000047683716,59.4,0.0,0.41,4.7,8.56,0.02,10.98,-0.01,-,11,0,35.24,84,-,2.35,788.25,0,59.4,0,-,23,4.35,2.26,0.71,1.24,6.77,0,93.23,920,0,0,5.49,7
Thu Apr 02 11:13:24 GMT+03:00 2026,02-apr.-2026 11:13:24.750,0.0,2.9000000953674316,59.4,0.0,0.46,4.64,8.72,0.02,10.98,0.01,-,11,0,35.24,84,-,2.35,783.5,0,59.4,0,-,23,4.35,2.24,0.2,1.24,6.77,0,93.23,922,0,0,5.49,9.5
Thu Apr 02 11:13:26 GMT+03:00 2026,02-apr.-2026 11:13:26.771,0.0,2.0,59.4,0.0,0.45,4.64,8.43,0,10.98,-0.01,-,11,0,35.24,84,-,2.35,794.5,0,59.4,0,-,23,4.35,2.25,0.65,1.24,6.77,0,93.23,924,0,0,5.49,7
Thu Apr 02 11:13:28 GMT+03:00 2026,02-apr.-2026 11:13:28.718,0.0,1.7000000476837158,59.4,0.0,0.44,4.69,8.55,0.01,10.98,0,-,11,0,35.24,84,-,2.35,795,0,59.4,0,-,23,4.35,2.29,0.75,1.24,6.77,0,93.23,926,0,0,5.49,7
Thu Apr 02 11:13:30 GMT+03:00 2026,02-apr.-2026 11:13:30.823,0.0,1.7000000476837158,59.5,0.0,0.3,4.71,8.22,-0.01,10.98,0,-,11,0,35.24,84,-,2.35,781.25,0,59.5,0,-,23,4.35,2.25,0.62,1.24,6.77,0,93.23,928,0,0,5.49,7
Thu Apr 02 11:13:32 GMT+03:00 2026,02-apr.-2026 11:13:32.833,0.0,2.200000047683716,60.0,0.0,0.42,4.7,8.51,0.01,10.98,0,-,11,0,35.24,84,-,2.35,785.5,0,60,0,-,23,4.35,2.25,0.11,1.24,6.77,0,93.23,930,0,0,5.49,9.5
Thu Apr 02 11:13:34 GMT+03:00 2026,02-apr.-2026 11:13:34.827,0.0,2.5,60.7,0.0,0.45,4.65,8.48,0.01,10.98,-0.01,-,11,0,35.24,84,-,2.35,792,0,60.7,0,-,23,4.35,2.31,0.75,1.24,6.77,0,93.23,932,0,0,5.49,6.5
Thu Apr 02 11:13:36 GMT+03:00 2026,02-apr.-2026 11:13:36.898,0.0,2.700000047683716,61.8,0.0,0.47,4.66,8.67,0.02,10.59,0,-,11,0,35.24,84,-,2.35,796.5,0,61.8,0,-,23,4.35,2.3,0.73,1.24,6.77,0,93.23,934,0,0,5.49,7
