# Serie EXTRAPOLATA - VW Touran 2.0 TDI (BKD) pe ciclul R_B — radial litoral (Mamaia–Năvodari)
# Ciclul v(t) este masurat; consumul si CO2 sunt calculate cu modelul Willans calibrat pe masuratorile proprii ale vehiculului.
# Incertitudine estimata +/-10% (+/-15% peste 90 km/h pentru vehiculul MAS, in afara domeniului de calibrare).
t_s,v_kmh,a_ms2,dist_cum_m,debit_comb_g_s,consum_cum_l,CO2_g_s,CO2_cum_g
898,55.4,-0.4639,7754.6,0.0444,0.4801,0.1404,1266.8
899,53.73,-0.4611,7769.5,0.044,0.4801,0.139,1266.9
900,52.08,-0.4014,7784.0,0.0436,0.4802,0.1379,1267.0
901,50.84,-0.3597,7798.1,0.0435,0.4802,0.1374,1267.2
902,49.49,-0.4139,7811.8,0.0433,0.4803,0.1369,1267.3
903,47.86,-0.3903,7825.1,0.0431,0.4803,0.1362,1267.4
904,46.68,-0.2556,7838.1,0.0447,0.4804,0.1413,1267.6
905,46.02,0.1361,7850.9,0.5874,0.4811,1.8561,1269.4
906,47.66,0.4625,7864.1,1.0877,0.4824,3.4372,1272.9
907,49.35,0.4556,7877.8,1.1138,0.4837,3.5196,1276.4
908,50.94,0.4972,7892.0,1.2085,0.4852,3.819,1280.2
909,52.93,0.6597,7906.7,1.5009,0.487,4.7429,1285.0
910,55.69,0.7708,7922.2,1.7579,0.4891,5.555,1290.5
911,58.48,0.7792,7938.4,1.8583,0.4913,5.8722,1296.4
912,61.3,0.3722,7955.4,1.2246,0.4928,3.8696,1300.3
913,61.16,-0.1764,7972.4,0.1422,0.493,0.4494,1300.7
914,60.03,-0.3972,7989.1,0.0439,0.493,0.1386,1300.8
915,58.3,-0.4847,8005.3,0.0446,0.4931,0.141,1301.0
916,56.54,-0.4861,8021.0,0.0447,0.4931,0.1413,1301.1
917,54.8,-0.3528,8036.2,0.0443,0.4932,0.1399,1301.3
918,54.0,-0.1111,8051.2,0.2328,0.4934,0.7356,1302.0
919,54.0,0.0569,8066.2,0.5369,0.4941,1.6966,1303.7
920,54.41,0.1347,8081.3,0.6842,0.4949,2.1619,1305.9
921,54.97,-0.0708,8096.6,0.3144,0.4953,0.9935,1306.9
922,53.9,-0.3278,8111.6,0.044,0.4953,0.1392,1307.0
923,52.61,-0.4264,8126.2,0.0437,0.4954,0.1381,1307.1
924,50.83,-0.3625,8140.3,0.0435,0.4954,0.1374,1307.3
925,50.0,-0.1153,8154.2,0.1996,0.4957,0.6308,1307.9
926,50.0,0.0,8168.1,0.3928,0.4961,1.2412,1309.1
927,50.0,0.0139,8182.0,0.4161,0.4966,1.3148,1310.5
928,50.1,0.0944,8195.9,0.5523,0.4973,1.7453,1312.2
929,50.68,0.0181,8210.0,0.43,0.4978,1.3587,1313.6
930,50.23,-0.3042,8223.9,0.0434,0.4979,0.1372,1313.7
931,48.49,-0.475,8237.4,0.0432,0.4979,0.1365,1313.8
932,46.81,-0.4653,8250.4,0.0444,0.498,0.1405,1314.0
933,45.14,-0.4653,8262.9,0.0478,0.498,0.151,1314.1
934,43.46,-0.5208,8275.0,0.0511,0.4981,0.1615,1314.3
935,41.39,-0.9208,8286.5,0.0531,0.4982,0.1678,1314.5
936,36.83,-1.3306,8296.7,0.0529,0.4982,0.1671,1314.6
937,31.81,-1.4931,8305.6,0.0494,0.4983,0.156,1314.8
938,26.08,-1.4278,8312.8,0.0482,0.4983,0.1522,1314.9
939,21.53,-1.1694,8318.8,0.0497,0.4984,0.157,1315.1
940,17.66,-0.7569,8323.7,0.0457,0.4985,0.1443,1315.2
941,16.08,-0.3694,8328.2,0.0442,0.4985,0.1398,1315.4
942,15.0,-0.15,8332.3,0.1325,0.4987,0.4188,1315.8
943,15.0,0.0597,8336.5,0.2166,0.4989,0.6844,1316.5
944,15.43,0.2847,8340.8,0.338,0.4993,1.0682,1317.5
945,17.05,0.5917,8345.5,0.5449,0.5,1.722,1319.3
946,19.69,0.9306,8351.0,0.8496,0.501,2.6849,1321.9
947,23.75,0.9056,8357.6,0.988,0.5022,3.1219,1325.1
948,26.21,0.5833,8364.9,0.7798,0.5031,2.4643,1327.5
949,27.95,0.1653,8372.6,0.4264,0.5036,1.3475,1328.9
950,27.4,-0.1319,8380.2,0.159,0.5038,0.5025,1329.4
951,27.0,-0.0556,8387.7,0.2174,0.5041,0.6869,1330.1
952,27.0,0.0986,8395.2,0.3569,0.5045,1.1277,1331.2
953,27.71,0.2556,8402.9,0.5069,0.5051,1.6019,1332.8
954,28.84,0.2472,8410.9,0.5181,0.5057,1.6373,1334.4
955,29.49,0.1708,8419.1,0.4536,0.5063,1.4334,1335.9
956,30.07,0.1583,8427.5,0.4494,0.5068,1.42,1337.3
957,30.63,-0.0972,8436.0,0.1949,0.5071,0.6159,1337.9
958,29.37,-0.8292,8444.2,0.0481,0.5071,0.1521,1338.1
959,24.66,-1.4903,8451.0,0.0492,0.5072,0.1554,1338.2
960,18.64,-1.7681,8456.2,0.0467,0.5072,0.1475,1338.4
961,11.93,-1.1958,8459.5,0.116,0.5074,0.3665,1338.7
962,10.03,-0.3819,8462.3,0.11,0.5075,0.3476,1339.1
963,9.18,0.1792,8464.8,0.1946,0.5077,0.615,1339.7
964,11.32,0.6,8468.0,0.3817,0.5082,1.2061,1340.9
965,13.5,0.625,8471.7,0.4547,0.5087,1.4367,1342.3
966,15.82,0.8639,8476.1,0.6527,0.5095,2.0624,1344.4
967,19.72,1.3111,8481.6,1.0859,0.5108,3.4315,1347.8
968,25.26,1.4472,8488.6,1.4204,0.5125,4.4883,1352.3
969,30.14,1.3139,8497.0,1.5272,0.5143,4.8259,1357.1
970,34.72,1.0389,8506.6,1.467,0.5161,4.6356,1361.8
971,37.62,0.8292,8517.1,1.3561,0.5177,4.2852,1366.1
972,40.69,1.0847,8528.4,1.7432,0.5198,5.5084,1371.6
973,45.43,1.2653,8541.0,2.1156,0.5223,6.6854,1378.3
974,49.8,1.15,8554.8,2.1146,0.5249,6.6821,1384.9
975,53.71,0.8792,8569.8,1.8611,0.5271,5.8811,1390.8
976,56.13,0.5694,8585.4,1.4481,0.5288,4.5761,1395.4
977,57.81,0.7403,8601.4,1.7748,0.531,5.6083,1401.0
978,61.46,1.0333,8618.5,2.392,0.5338,7.5587,1408.6
979,65.25,0.9042,8636.6,2.3014,0.5366,7.2725,1415.8
980,67.97,0.7847,8655.5,2.1723,0.5392,6.8646,1422.7
981,70.9,0.8944,8675.2,2.4998,0.5422,7.8993,1430.6
982,74.41,0.625,8695.8,2.0645,0.5447,6.5239,1437.1
983,75.4,-0.0153,8716.8,0.669,0.5455,2.1141,1439.2
984,74.3,-0.4361,8737.4,0.0453,0.5455,0.1433,1439.4
985,72.26,-0.6097,8757.5,0.0448,0.5456,0.1416,1439.5
986,69.91,-0.5694,8776.9,0.0443,0.5456,0.1398,1439.7
987,68.16,-0.4833,8795.9,0.0438,0.5457,0.1385,1439.8
988,66.43,-0.4764,8814.3,0.0435,0.5457,0.1374,1439.9
989,64.73,-0.3833,8832.3,0.0432,0.5458,0.1365,1440.1
990,63.67,-0.2264,8850.0,0.043,0.5458,0.1359,1440.2
991,63.1,-0.3694,8867.5,0.0429,0.5459,0.1356,1440.3
992,61.01,-0.6056,8884.5,0.0434,0.5459,0.1373,1440.5
993,58.74,-0.5486,8900.8,0.0444,0.546,0.1404,1440.6
994,57.06,-0.4694,8916.6,0.0448,0.546,0.1417,1440.8
995,55.36,-0.4736,8932.0,0.0444,0.5461,0.1403,1440.9
996,53.65,-0.2792,8946.9,0.044,0.5461,0.139,1441.0
997,53.35,0.0361,8961.7,0.4912,0.5467,1.552,1442.6
998,53.91,0.0236,8976.7,0.4755,0.5473,1.5026,1444.1
999,53.52,-0.1722,8991.6,0.1369,0.5475,0.4327,1444.5
1000,52.67,-0.6667,9006.2,0.0437,0.5475,0.1382,1444.7
1001,48.72,-1.0569,9019.7,0.0432,0.5476,0.1366,1444.8
1002,45.06,-0.9278,9032.2,0.0479,0.5476,0.1515,1445.0
1003,42.04,-0.8236,9043.9,0.0531,0.5477,0.1677,1445.1
1004,39.13,-0.8028,9054.8,0.0533,0.5478,0.1683,1445.3
1005,36.26,-0.3667,9064.9,0.0525,0.5478,0.1658,1445.5
1006,36.49,0.1208,9075.0,0.5024,0.5484,1.5875,1447.0
1007,37.13,0.3986,9085.3,0.8578,0.5494,2.7106,1449.8
1008,39.36,0.5375,9096.2,1.0773,0.5507,3.4044,1453.2
1009,41.0,0.2278,9107.6,0.7007,0.5516,2.2141,1455.4
1010,41.0,0.0,9119.0,0.3877,0.552,1.225,1456.6
1011,41.0,0.0,9130.4,0.3877,0.5525,1.225,1457.8
1012,41.0,-0.0583,9141.8,0.3075,0.5529,0.9718,1458.8
1013,40.58,-0.1389,9153.1,0.1985,0.5531,0.6271,1459.4
1014,40.0,-0.1611,9164.2,0.1987,0.5533,0.628,1460.1
1015,39.42,-0.0972,9175.1,0.2492,0.5536,0.7874,1460.8
1016,39.3,0.1375,9186.1,0.558,0.5543,1.7632,1462.6
1017,40.41,0.425,9197.3,0.9594,0.5555,3.0318,1465.6
1018,42.36,0.6819,9209.0,1.3154,0.557,4.1565,1469.8
1019,45.32,0.5653,9221.6,1.2031,0.5585,3.8017,1473.6
1020,46.43,0.2306,9234.5,0.734,0.5594,2.3195,1475.9
1021,46.98,0.3139,9247.6,0.8666,0.5604,2.7384,1478.7
1022,48.69,0.4611,9261.1,1.1076,0.5617,3.5,1482.2
1023,50.3,0.3847,9275.1,1.0319,0.563,3.2607,1485.4
1024,51.46,0.2361,9289.4,0.8141,0.5639,2.5725,1488.0
1025,52.0,0.075,9303.8,0.5429,0.5646,1.7157,1489.7
1026,52.0,0.0583,9318.3,0.5139,0.5652,1.6239,1491.3
1027,52.42,0.1361,9332.8,0.6555,0.566,2.0715,1493.4
1028,52.98,-0.1667,9347.5,0.136,0.5661,0.4298,1493.8
1029,51.22,-0.4389,9361.8,0.0435,0.5662,0.1375,1494.0
1030,49.82,-0.2764,9375.6,0.0434,0.5662,0.137,1494.1
1031,49.23,-0.1139,9389.3,0.1976,0.5665,0.6245,1494.7
1032,49.0,-0.0319,9402.9,0.3309,0.5669,1.0458,1495.8
1033,49.0,0.0625,9416.5,0.486,0.5675,1.5359,1497.3
1034,49.45,0.1514,9430.2,0.6385,0.5682,2.0176,1499.3
1035,50.09,0.2458,9444.2,0.8063,0.5692,2.548,1501.9
1036,51.22,0.2153,9458.4,0.7741,0.5701,2.4461,1504.3
1037,51.64,-0.1028,9472.7,0.2308,0.5704,0.7293,1505.0
1038,50.48,-0.2708,9486.7,0.0434,0.5704,0.1373,1505.2
1039,49.69,-0.1847,9500.5,0.1329,0.5706,0.42,1505.6
1040,49.15,0.0153,9514.2,0.41,0.5711,1.2955,1506.9
1041,49.8,0.2431,9528.0,0.7966,0.5721,2.5171,1509.4
1042,50.9,0.3083,9542.2,0.9274,0.5732,2.9306,1512.3
1043,52.02,0.2917,9556.6,0.9209,0.5743,2.9101,1515.3
1044,53.0,0.1361,9571.3,0.6645,0.5751,2.0997,1517.4
1045,53.0,-0.1,9586.1,0.2451,0.5754,0.7745,1518.1
1046,52.28,-0.3319,9600.6,0.0437,0.5754,0.1379,1518.3
1047,50.61,-0.4139,9614.6,0.0435,0.5755,0.1373,1518.4
1048,49.3,-0.3361,9628.3,0.0433,0.5755,0.1368,1518.5
1049,48.19,-0.3125,9641.7,0.0432,0.5756,0.1364,1518.7
1050,47.05,-0.3292,9654.8,0.044,0.5756,0.1389,1518.8
1051,45.82,-0.4778,9667.5,0.0464,0.5757,0.1467,1519.0
1052,43.61,-0.5958,9679.6,0.0508,0.5757,0.1606,1519.1
1053,41.53,-0.5347,9691.2,0.0531,0.5758,0.1678,1519.3
1054,39.76,-0.4361,9702.2,0.0532,0.5759,0.1682,1519.5
1055,38.39,-0.3403,9712.9,0.0533,0.5759,0.1685,1519.6
1056,37.31,-0.3653,9723.2,0.0532,0.576,0.1683,1519.8
1057,35.76,-0.4583,9733.2,0.0521,0.5761,0.1647,1520.0
1058,34.01,-0.7389,9742.6,0.0508,0.5761,0.1606,1520.1
1059,30.44,-0.8833,9751.1,0.0487,0.5762,0.1538,1520.3
1060,27.65,-0.5417,9758.8,0.0473,0.5762,0.1494,1520.4
1061,26.54,-0.15,9766.1,0.163,0.5764,0.5152,1520.9
1062,26.57,0.1597,9773.5,0.4097,0.5769,1.2948,1522.2
1063,27.69,0.3639,9781.2,0.6071,0.5776,1.9185,1524.2
1064,29.19,0.4375,9789.3,0.7102,0.5785,2.2442,1526.4
1065,30.84,0.2514,9797.9,0.5564,0.5792,1.7581,1528.2
1066,31.0,0.0486,9806.5,0.3485,0.5796,1.1011,1529.3
1067,31.19,0.1819,9815.2,0.4898,0.5802,1.5478,1530.8
1068,32.31,0.2222,9824.1,0.5503,0.5808,1.7388,1532.5
1069,32.79,-0.0111,9833.2,0.3022,0.5812,0.9549,1533.5
1070,32.23,-0.0611,9842.2,0.2429,0.5815,0.7676,1534.3
1071,32.35,0.0972,9851.2,0.4154,0.582,1.3126,1535.6
1072,32.93,0.2986,9860.3,0.6454,0.5827,2.0396,1537.6
1073,34.5,0.3986,9869.9,0.7936,0.5837,2.5078,1540.1
1074,35.8,-0.0625,9879.9,0.272,0.584,0.8594,1541.0
1075,34.05,-0.45,9889.3,0.0509,0.5841,0.1607,1541.2
1076,32.56,-0.3611,9898.4,0.0498,0.5841,0.1572,1541.3
1077,31.45,-0.7056,9907.1,0.0492,0.5842,0.1554,1541.5
1078,27.48,-1.3778,9914.7,0.0472,0.5843,0.1492,1541.6
1079,21.53,-1.4514,9920.7,0.0497,0.5843,0.157,1541.8
1080,17.03,-1.1792,9925.4,0.0451,0.5844,0.1425,1541.9
1081,13.04,-0.875,9929.1,0.121,0.5845,0.3822,1542.3
1082,10.73,-0.5236,9932.0,0.1122,0.5846,0.3546,1542.6
1083,9.27,-0.0514,9934.6,0.1241,0.5848,0.3923,1543.0
1084,10.36,0.3931,9937.5,0.284,0.5851,0.8973,1543.9
1085,12.1,0.6167,9940.9,0.4095,0.5856,1.294,1545.2
1086,14.8,0.5417,9945.0,0.4533,0.5862,1.4323,1546.7
1087,16.0,0.1667,9949.4,0.2858,0.5865,0.9031,1547.6
1088,16.0,0.3361,9953.9,0.3767,0.587,1.1902,1548.8
1089,18.42,0.6792,9959.0,0.6407,0.5877,2.0248,1550.8
1090,20.89,0.1764,9964.8,0.3725,0.5882,1.1772,1552.0
1091,19.69,-0.525,9970.2,0.0478,0.5882,0.1509,1552.1
1092,17.11,-0.9833,9975.0,0.0452,0.5883,0.1427,1552.3
1093,12.61,-0.9569,9978.5,0.1184,0.5884,0.3742,1552.6
1094,10.22,-0.5014,9981.3,0.1106,0.5886,0.3495,1553.0
1095,9.0,-0.2528,9983.8,0.1068,0.5887,0.3374,1553.3
1096,8.4,-0.1639,9986.2,0.1049,0.5888,0.3314,1553.6
1097,7.82,-0.1583,9988.3,0.1031,0.5889,0.3257,1554.0
1098,7.26,-0.0458,9990.4,0.1156,0.5891,0.3653,1554.3
1099,7.49,0.1611,9992.4,0.1686,0.5893,0.5326,1554.9
1100,8.42,0.2097,9994.8,0.1935,0.5895,0.6116,1555.5
1101,9.0,0.0806,9997.3,0.1626,0.5897,0.5137,1556.0
1102,9.0,0.0,9999.8,0.1383,0.5899,0.4369,1556.4
1103,9.0,-0.0417,10002.3,0.1257,0.59,0.3972,1556.8
1104,8.7,-0.0931,10004.7,0.1091,0.5902,0.3448,1557.2
1105,8.33,-0.0556,10007.0,0.1182,0.5903,0.3737,1557.5
1106,8.3,0.3097,10009.3,0.2197,0.5906,0.6943,1558.2
1107,10.56,0.6278,10012.3,0.371,0.591,1.1725,1559.4
1108,12.82,0.4,10015.8,0.3371,0.5914,1.0654,1560.5
1109,13.44,-0.0764,10019.5,0.1369,0.5916,0.4326,1560.9
1110,12.27,-0.3236,10023.0,0.117,0.5917,0.3698,1561.3
1111,11.11,-0.2361,10026.0,0.1134,0.5918,0.3583,1561.6
1112,10.57,-0.1403,10029.0,0.1117,0.592,0.353,1562.0
1113,10.1,-0.0792,10031.8,0.1189,0.5921,0.3758,1562.4
1114,10.0,-0.0194,10034.6,0.1385,0.5923,0.4378,1562.8
1115,9.96,-0.2472,10037.3,0.1098,0.5924,0.3469,1563.2
1116,8.22,-0.4597,10039.6,0.1043,0.5925,0.3296,1563.5
1117,6.65,-0.3819,10041.5,0.1,0.5927,0.316,1563.8
1118,5.47,-0.1292,10043.0,0.0971,0.5928,0.307,1564.1
1119,5.72,0.2014,10044.6,0.1562,0.593,0.4935,1564.6
1120,6.92,0.3292,10046.5,0.2011,0.5932,0.6353,1565.2
1121,8.09,0.4667,10048.7,0.2587,0.5935,0.8174,1566.1
1122,10.28,1.1083,10051.6,0.5288,0.5941,1.671,1567.7
1123,16.07,1.4431,10056.1,0.9729,0.5953,3.0743,1570.8
1124,20.67,1.1069,10061.8,1.0107,0.5965,3.1938,1574.0
1125,24.04,1.3111,10068.5,1.2767,0.5981,4.0344,1578.0
1126,30.11,1.8319,10076.8,1.9729,0.6004,6.2344,1584.3
1127,37.23,1.4319,10087.2,1.9867,0.6028,6.2778,1590.5
1128,40.42,0.8361,10098.4,1.4453,0.6045,4.5671,1595.1
1129,43.25,1.1222,10110.4,1.8741,0.6068,5.9221,1601.0
1130,48.5,1.2986,10123.9,2.2678,0.6095,7.1663,1608.2
1131,52.6,0.8181,10138.5,1.7302,0.6116,5.4675,1613.7
1132,54.39,0.5986,10153.6,1.4476,0.6133,4.5744,1618.2
1133,56.91,0.75,10169.4,1.7635,0.6154,5.5726,1623.8
1134,59.79,0.4292,10186.0,1.296,0.617,4.0955,1627.9
1135,60.0,-0.0389,10202.7,0.416,0.6175,1.3145,1629.2
1136,59.51,-0.3028,10219.2,0.0441,0.6175,0.1393,1629.4
1137,57.82,-0.3486,10235.3,0.0448,0.6176,0.1416,1629.5
1138,57.0,-0.1139,10251.1,0.2511,0.6179,0.7935,1630.3
1139,57.0,-0.1,10267.0,0.2777,0.6182,0.8774,1631.2
1140,56.28,-0.2528,10282.6,0.0446,0.6182,0.1411,1631.3
1141,55.18,-0.3917,10297.9,0.0444,0.6183,0.1402,1631.5
1142,53.46,-0.4889,10312.8,0.0439,0.6184,0.1388,1631.6
1143,51.66,-0.475,10327.1,0.0436,0.6184,0.1377,1631.7
1144,50.04,-0.7625,10341.0,0.0434,0.6185,0.1371,1631.9
1145,46.17,-1.625,10353.8,0.0457,0.6185,0.1445,1632.0
1146,38.34,-1.9181,10364.5,0.0533,0.6186,0.1685,1632.2
1147,32.36,-1.4694,10373.5,0.0496,0.6186,0.1569,1632.3
1148,27.76,-1.6625,10381.2,0.0473,0.6187,0.1495,1632.5
1149,20.39,-2.0653,10386.9,0.0485,0.6188,0.1532,1632.6
1150,12.89,-1.2681,10390.4,0.1201,0.6189,0.3794,1633.0
1151,11.26,-0.4194,10393.6,0.1139,0.619,0.3598,1633.4
1152,9.87,-0.275,10396.3,0.1095,0.6192,0.346,1633.7
1153,9.28,-0.1639,10398.9,0.1076,0.6193,0.3402,1634.1
1154,8.69,-0.1653,10401.3,0.1058,0.6194,0.3343,1634.4
1155,8.09,-0.2292,10403.5,0.1039,0.6195,0.3283,1634.7
1156,7.04,-0.2708,10405.5,0.1009,0.6197,0.319,1635.0
1157,6.14,0.1181,10407.2,0.1444,0.6198,0.4562,1635.5
1158,7.89,0.4833,10409.4,0.2586,0.6201,0.8172,1636.3
1159,9.62,0.4764,10412.1,0.2961,0.6205,0.9355,1637.3
1160,11.32,0.2847,10415.2,0.2621,0.6208,0.8282,1638.1
1161,11.67,-0.0292,10418.5,0.1451,0.621,0.4584,1638.5
1162,11.11,0.0903,10421.5,0.1862,0.6212,0.5885,1639.1
1163,12.32,0.3986,10425.0,0.3255,0.6216,1.0286,1640.2
1164,13.98,0.8597,10428.8,0.5794,0.6223,1.8308,1642.0
1165,18.51,1.3264,10434.0,1.0358,0.6235,3.2732,1645.3
1166,23.53,1.5917,10440.5,1.4471,0.6253,4.5729,1649.8
1167,29.97,1.65,10448.8,1.8082,0.6274,5.7138,1655.5
1168,35.41,1.3889,10458.7,1.8497,0.6296,5.845,1661.4
1169,39.97,1.0319,10469.8,1.6564,0.6316,5.2343,1666.6
1170,42.84,0.7514,10481.7,1.4084,0.6333,4.4506,1671.1
1171,45.38,0.9264,10494.3,1.6733,0.6353,5.2878,1676.4
1172,49.51,1.1139,10508.0,2.0514,0.6378,6.4825,1682.8
1173,53.4,1.0306,10522.9,2.082,0.6403,6.579,1689.4
1174,56.93,0.8514,10538.7,1.9296,0.6426,6.0974,1695.5
1175,59.53,0.6681,10555.2,1.6988,0.6446,5.3681,1700.9
1176,61.74,0.7389,10572.4,1.8811,0.6469,5.9444,1706.8
1177,64.85,0.8694,10590.4,2.2218,0.6495,7.021,1713.9
1178,68.0,0.4375,10609.3,1.4966,0.6513,4.7294,1718.6
1179,68.0,-0.0611,10628.2,0.4509,0.6519,1.4247,1720.0
1180,67.56,-0.3,10646.9,0.0437,0.6519,0.1381,1720.2
1181,65.84,-0.4736,10665.2,0.0434,0.652,0.1371,1720.3
1182,64.15,-0.4639,10683.0,0.0431,0.652,0.1361,1720.4
1183,62.5,-0.4639,10700.4,0.0428,0.6521,0.1352,1720.6
1184,60.81,-0.4694,10717.3,0.0435,0.6521,0.1375,1720.7
1185,59.12,-0.1097,10733.7,0.2698,0.6524,0.8524,1721.5
1186,60.02,0.2694,10750.4,1.0256,0.6537,3.2408,1724.8
1187,61.06,0.2194,10767.4,0.952,0.6548,3.0082,1727.8
1188,61.6,0.0653,10784.5,0.6422,0.6556,2.0295,1729.8
1189,61.53,-0.2486,10801.6,0.0432,0.6556,0.1365,1730.0
1190,59.81,-0.3931,10818.2,0.044,0.6557,0.1389,1730.1
1191,58.7,-0.2333,10834.5,0.0444,0.6557,0.1404,1730.2
1192,58.13,-0.0389,10850.6,0.4037,0.6562,1.2757,1731.5
1193,58.42,0.1167,10866.9,0.7101,0.6571,2.2439,1733.8
1194,58.97,0.3014,10883.2,1.0647,0.6584,3.3646,1737.1
1195,60.59,0.4583,10900.1,1.3618,0.66,4.3032,1741.4
1196,62.27,0.4722,10917.4,1.4201,0.6617,4.4875,1745.9
1197,63.99,0.5167,10935.1,1.5434,0.6635,4.8771,1750.8
1198,65.99,0.6125,10953.5,1.7777,0.6657,5.6176,1756.4
1199,68.4,0.3597,10972.5,1.3543,0.6673,4.2796,1760.7
1200,68.58,-0.0542,10991.5,0.4742,0.6679,1.4985,1762.2
1201,68.01,-0.3194,11010.4,0.0438,0.6679,0.1384,1762.3
1202,66.28,-0.4583,11028.8,0.0435,0.668,0.1374,1762.5
1203,64.71,-0.3708,11046.8,0.0432,0.668,0.1365,1762.6
1204,63.61,-0.2375,11064.5,0.043,0.6681,0.1358,1762.7
1205,63.0,-0.0847,11082.0,0.3428,0.6685,1.0833,1763.8
1206,63.0,-0.1903,11099.5,0.1298,0.6686,0.4103,1764.2
1207,61.63,-0.4889,11116.6,0.0432,0.6687,0.1364,1764.4
1208,59.48,-0.5472,11133.1,0.0441,0.6687,0.1393,1764.5
1209,57.69,-0.4833,11149.1,0.0449,0.6688,0.1418,1764.7
1210,56.0,-0.4653,11164.7,0.0446,0.6688,0.1409,1764.8
1211,54.34,-0.4167,11179.8,0.0442,0.6689,0.1395,1764.9
1212,53.0,-0.1861,11194.5,0.136,0.6691,0.4299,1765.4
1213,53.0,0.1083,11209.2,0.6151,0.6698,1.9438,1767.3
1214,53.78,0.3514,11224.2,1.05,0.671,3.318,1770.6
1215,55.53,0.4819,11239.6,1.2929,0.6726,4.0857,1774.7
1216,57.25,0.4736,11255.5,1.3208,0.6742,4.1738,1778.9
1217,58.94,0.3958,11271.9,1.2238,0.6756,3.8673,1782.7
1218,60.1,0.3361,11288.6,1.1416,0.677,3.6073,1786.4
1219,61.36,0.4125,11305.6,1.2965,0.6786,4.0968,1790.5
1220,63.07,0.2931,11323.1,1.1151,0.6799,3.5236,1794.0
1221,63.47,-0.1056,11340.8,0.3033,0.6803,0.9584,1794.9
1222,62.31,-0.0222,11358.1,0.4672,0.6808,1.4763,1796.4
1223,63.31,0.3694,11375.6,1.2584,0.6823,3.9765,1800.4
1224,64.97,0.1542,11393.7,0.8835,0.6834,2.7917,1803.2
1225,64.42,-0.1875,11411.6,0.1356,0.6835,0.4285,1803.6
1226,63.62,-0.3486,11429.3,0.043,0.6836,0.1358,1803.7
1227,61.91,-0.4819,11446.5,0.043,0.6837,0.136,1803.9
1228,60.15,-0.4958,11463.2,0.0438,0.6837,0.1384,1804.0
1229,58.34,-0.4917,11479.4,0.0446,0.6838,0.1409,1804.2
1230,56.61,-0.4736,11495.1,0.0447,0.6838,0.1413,1804.3
1231,54.93,-0.4014,11510.4,0.0443,0.6839,0.14,1804.4
1232,53.72,-0.3292,11525.3,0.044,0.6839,0.139,1804.6
1233,52.56,-0.3111,11539.9,0.0437,0.684,0.1381,1804.7
1234,51.48,-0.1306,11554.2,0.1818,0.6842,0.5746,1805.3
1235,51.62,0.1722,11568.5,0.7064,0.685,2.2323,1807.5
1236,52.72,0.0736,11583.2,0.5497,0.6857,1.737,1809.3
1237,52.15,-0.2389,11597.6,0.0436,0.6857,0.1379,1809.4
1238,51.0,-0.1597,11611.8,0.134,0.6859,0.4234,1809.8
1239,51.0,-0.025,11626.0,0.3597,0.6863,1.1366,1811.0
1240,50.82,-0.1014,11640.1,0.228,0.6866,0.7204,1811.7
1241,50.27,-0.2319,11654.1,0.0434,0.6867,0.1372,1811.8
1242,49.15,-0.3903,11667.7,0.0433,0.6867,0.1367,1812.0
1243,47.46,-0.2986,11680.9,0.0432,0.6868,0.1364,1812.1
1244,47.0,-0.0583,11694.0,0.2804,0.6871,0.886,1813.0
1245,47.04,0.1611,11707.0,0.626,0.6878,1.9783,1815.0
1246,48.16,0.3111,11720.4,0.8778,0.6889,2.7739,1817.7
1247,49.28,0.3125,11734.1,0.9021,0.69,2.8507,1820.6
1248,50.41,0.125,11748.1,0.6079,0.6907,1.9209,1822.5
1249,50.18,-0.2722,11762.0,0.0434,0.6908,0.1371,1822.6
1250,48.45,-0.4208,11775.5,0.0432,0.6908,0.1365,1822.8
1251,47.15,-0.3389,11788.6,0.0438,0.6909,0.1383,1822.9
1252,46.01,-0.3264,11801.4,0.046,0.6909,0.1455,1823.1
1253,44.8,-0.3306,11813.8,0.0485,0.691,0.1531,1823.2
1254,43.63,-0.3125,11825.9,0.0508,0.691,0.1605,1823.4
1255,42.55,-0.5361,11837.7,0.0529,0.6911,0.1673,1823.5
1256,39.77,-1.0222,11848.8,0.0532,0.6912,0.1682,1823.7
1257,35.19,-1.0403,11858.6,0.0517,0.6912,0.1633,1823.9
1258,32.28,-0.7264,11867.5,0.0496,0.6913,0.1567,1824.0
1259,29.96,-0.6944,11875.9,0.0484,0.6913,0.153,1824.2
1260,27.28,-0.7014,11883.4,0.0473,0.6914,0.1496,1824.3
1261,24.91,-0.4069,11890.4,0.049,0.6915,0.1548,1824.5
1262,24.35,-0.2264,11897.1,0.0494,0.6915,0.1561,1824.6
1263,23.28,-0.4028,11903.6,0.0501,0.6916,0.1584,1824.8
1264,21.45,-0.3167,11909.5,0.0496,0.6916,0.1567,1825.0
1265,21.0,-0.0069,11915.4,0.2454,0.6919,0.7754,1825.7
1266,21.4,0.5181,11921.3,0.6263,0.6927,1.9792,1827.7
1267,24.73,0.9264,11928.2,1.0295,0.6939,3.2532,1831.0
1268,28.07,0.9347,11936.0,1.128,0.6953,3.5643,1834.5
1269,31.46,0.9375,11944.7,1.2481,0.6968,3.9439,1838.5
1270,34.82,0.9333,11954.4,1.3656,0.6984,4.3153,1842.8
